,Sensor-1,Sensor-2,Sensor-3,Sensor-4,Sensor-5,Sensor-7,Sensor-8,Sensor-9,Sensor-10,Sensor-11,Sensor-12,Sensor-13,Sensor-15,Sensor-16,Sensor-17,Sensor-18,Sensor-20,Sensor-21,Sensor-22,Sensor-23,Sensor-24,Sensor-25,Sensor-26,Sensor-27,Sensor-29,Sensor-30,Sensor-33,Sensor-34,Sensor-38,Sensor-39,Sensor-40,Sensor-41,Sensor-42,Sensor-44,Sensor-45,Sensor-46,Sensor-47,Sensor-48,Sensor-49,Sensor-51,Sensor-52,Sensor-54,Sensor-55,Sensor-56,Sensor-57,Sensor-58,Sensor-59,Sensor-60,Sensor-62,Sensor-63,Sensor-64,Sensor-65,Sensor-66,Sensor-67,Sensor-68,Sensor-69,Sensor-71,Sensor-72,Sensor-74,Sensor-76,Sensor-77,Sensor-78,Sensor-79,Sensor-80,Sensor-81,Sensor-82,Sensor-83,Sensor-84,Sensor-85,Sensor-86,Sensor-87,Sensor-88,Sensor-89,Sensor-90,Sensor-91,Sensor-92,Sensor-93,Sensor-94,Sensor-95,Sensor-96,Sensor-100,Sensor-101,Sensor-102,Sensor-103,Sensor-104,Sensor-105,Sensor-108,Sensor-109,Sensor-110,Sensor-111,Sensor-112,Sensor-113,Sensor-114,Sensor-115,Sensor-116,Sensor-117,Sensor-118,Sensor-119,Sensor-120,Sensor-121,Sensor-122,Sensor-123,Sensor-124,Sensor-127,Sensor-129,Sensor-130,Sensor-132,Sensor-133,Sensor-134,Sensor-135,Sensor-136,Sensor-137,Sensor-138,Sensor-139,Sensor-140,Sensor-141,Sensor-143,Sensor-144,Sensor-145,Sensor-146,Sensor-147,Sensor-148,Sensor-149,Sensor-151,Sensor-152,Sensor-153,Sensor-156,Sensor-157,Sensor-160,Sensor-161,Sensor-162,Sensor-163,Sensor-164,Sensor-165,Sensor-166,Sensor-167,Sensor-168,Sensor-169,Sensor-170,Sensor-171,Sensor-172,Sensor-173,Sensor-174,Sensor-176,Sensor-177,Sensor-178,Sensor-181,Sensor-182,Sensor-183,Sensor-184,Sensor-185,Sensor-189,Sensor-196,Sensor-197,Sensor-198,Sensor-199,Sensor-200,Sensor-201,Sensor-202,Sensor-203,Sensor-204,Sensor-205,Sensor-206,Sensor-208,Sensor-209,Sensor-211,Sensor-212,Sensor-213,Sensor-214,Sensor-215,Sensor-216,Sensor-217,Sensor-218,Sensor-219,Sensor-220,Sensor-221,Sensor-222,Sensor-223,Sensor-224,Sensor-225,Sensor-226,Sensor-228,Sensor-229,Sensor-239,Sensor-240,Sensor-245,Sensor-246,Sensor-247,Sensor-248,Sensor-249,Sensor-253,Sensor-254,Sensor-256,Sensor-268,Sensor-269,Sensor-270,Sensor-317,Sensor-334,Sensor-344,Sensor-346,Sensor-347,Sensor-359,Sensor-368,Sensor-413,Sensor-419,Sensor-420,Sensor-424,Sensor-433,Sensor-434,Sensor-439,Sensor-440,Sensor-461,Sensor-469,Sensor-473,Sensor-481,Sensor-483,Sensor-484,Sensor-485,Sensor-486,Sensor-487,Sensor-488,Sensor-489,Sensor-490,Sensor-500,Sensor-501,Sensor-511,Sensor-512,Sensor-547,Sensor-548,Sensor-549,Sensor-550,Sensor-551,Sensor-552,Sensor-556,Sensor-559,Sensor-560,Sensor-563,Sensor-564,Sensor-565,Sensor-566,Sensor-571,Sensor-572,Sensor-573,Sensor-579,Sensor-580,Sensor-582,Sensor-583,Sensor-584,Good/Bad
20,3215.87,2453.97,2212.8667,1066.9539,0.8161,101.6156,0.1203,1.3964,0.0065,-0.008,0.9534,201.8857,11.571,422.1625,9.9852,0.9741,12.5094,1.4231,-5436.25,2542.25,-4368.0,-1438.25,1.2857,1.9892,74.5333,1.5222,85.4438,8.4278,66.0827,87.1524,117.8352,80.18,2.97,350.4782,10.2663,128.3118,717.5576,1.163,140.2036,618.9936,55.784,4.563,4.805,2867.0,0.9307,0.9497,4.6549,1.7627,10.6479,110.0745,10.0756,18.2373,22.3967,695.1609,0.988,148.0718,610.0209,98.5295,,0.0252,0.0019,0.073,0.0062,0.0107,-0.0298,0.0128,0.0175,7.5051,0.1278,0.1164,2.4358,0.9866,1782.5934,0.2018,8671.0501,0.0815,0.003,0.0019,-0.0001,-0.0001,-0.0549,0.0001,-0.0001,-0.0813,-0.0111,0.0007,0.0219,-0.0324,0.978,100.9468,232.9699,0.4619,0.9226,0.0,728.6274,0.992,56.6142,0.611,0.9773,6.1358,15.73,5.185,15.76,2.437,3.228,-0.8515,0.9977,2.3042,1000.6822,37.8951,126,128.9,174.7,60.8999,352.42,0.095,8.88,0.0037,0.1095,0.0633,0.0618,0.0188,7.5501,8.014,5.4,0.3593,0.19,0.067,261,542,1673,36664,0.102,0.106,0.221,1.7,1.0,0.126,0.369,0.6458,0.0826,0.2308,0.601,0.7477,0.2384,0.207,20.64,0.559,4.58,27.313,0.3387,40.216,0.277,5.2,17.36,0.234,6.85,18.66,5.2,5.828,31.777,0.0949,2.99,20.99,49.232,0.0715,0.0543,0.0508,0.0647,0.0913,0.1279,0.0753,0.0368,2.1946,0.0019,0.0067,0.0574,0.0019,140.7758,0.0442,731.5,0.0128,0.014,0.0043,0.0057,0.0041,1.0261,1.375,0.0179,0.0202,4.3831,0.02,0.1782,0.0908,18.485,4.105,6.4893,5.9927,6.9551,,,0.0019,0.0033,33.0305,979.4971,768.2984,69.2594,38.3013,0.0,65.6934,113.2867,72.0924,294.9974,185.2001,49.9668,283.1683,0.0,69.6129,0.0,855.7704,428.4757,590.5882,209.9857,432.0675,724.9191,38.7824,772.8814,1.375,409.568,75.866,1.0897,17.52,2.13,79.2528,0.9361,0.2724,259.372,0.8175,2.46,0.2594,532.5954,2.1606,10.59,,,,0.4999,0.0122,-1
21,3004.39,2468.56,2200.9556,1126.8678,0.786,100.37,0.1215,1.4106,-0.0181,-0.013,0.9526,202.6174,11.6855,420.3996,9.9475,0.9743,12.5782,1.415,-5472.0,2857.25,-3659.5,-4927.0,1.289,1.9957,74.8667,1.9444,85.5246,8.2832,66.0304,87.3204,118.0946,10.11,4.515,358.6127,10.2321,127.1536,725.1346,1.2903,139.0382,624.8046,43.2701,4.681,4.908,2843.0,0.9314,0.9536,4.6336,1.9273,10.547,109.0809,11.3046,18.0727,22.8211,702.3135,1.0211,148.2873,614.8745,75.5858,470.1625,-0.0056,-0.0469,0.0375,0.0343,0.0108,-0.0298,-0.0169,0.0268,7.2298,0.1311,,2.3605,0.9899,1850.6233,0.2021,8935.6998,-0.0459,-0.0026,-0.0035,-0.0003,0.0001,0.0037,-0.0009,0.0,0.0001,-0.0127,0.0,0.1279,-0.0419,,,,,0.9319,0.0,695.9648,0.9909,58.6921,0.6018,0.9646,6.2716,15.73,5.185,15.76,2.437,3.228,-0.8515,0.9977,2.3042,1000.6822,37.8951,139,79.5,82.9,55.7,426.033,0.07,7.27,0.003,0.091,0.0572,0.0517,0.0226,7.8165,12.158,5.023,0.387,0.3,0.0507,364,470,1658,8630,0.149,0.123,0.146,1.9,0.7,0.079,0.402,0.6555,0.1063,0.1581,0.426,0.7429,0.1601,0.281,24.29,0.387,6.74,29.015,0.3274,25.345,0.265,5.55,20.22,0.31,6.48,14.9,5.55,4.74,31.341,0.3799,9.32,21.99,113.297,0.0647,0.0365,0.0279,0.0113,0.1349,0.0998,0.062,0.0483,4.0891,0.0026,,0.0636,0.001,98.8339,0.0358,1161.0,0.0387,0.0086,0.0053,0.0079,,,,,0.0207,2.3058,0.0417,0.2831,0.0908,18.485,4.105,7.5497,6.426,6.5499,8.2857,3.8732,,0.0074,37.8068,316.2405,397.1195,104.0439,45.3067,175.1573,36.0,58.5185,58.5739,287.9717,131.8047,149.8919,0.0,77.7837,74.4993,32.9446,0.0,335.1805,366.322,180.5607,0.0,247.0377,41.6912,0.0,1.4777,400.17,83.186,1.3091,15.63,1.33,88.5911,0.9377,0.2514,261.236,0.7599,7.54,0.3512,534.7818,2.0324,8.7,,,,0.4992,0.0141,-1
22,2929.93,2517.5,2218.8778,1188.263,1.2557,100.9444,0.1212,1.5189,-0.009,0.0096,0.9668,198.4036,12.631,419.2681,10.6762,0.9748,12.6257,1.4183,-5481.75,2740.25,-4049.0,-304.5,1.3013,2.009,72.6333,2.3556,84.8949,8.3588,66.2366,86.5828,120.3726,81.27,2.955,351.9982,10.1006,136.6345,731.9505,1.3399,144.1945,632.8273,230.8689,4.571,4.806,2858.0,0.9329,0.9509,4.4953,1.2327,10.4424,117.8673,10.2843,18.7673,21.6796,710.2708,1.4946,153.4536,623.8118,224.1387,471.2581,0.0265,-0.0383,0.0059,0.051,-0.0178,0.0196,-0.0228,-0.0237,7.5076,0.1299,0.1107,2.4222,0.9639,1668.0622,0.1568,9258.8999,0.0,0.0001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0104,-0.0006,0.0,0.0,0.9804,101.3303,232.3505,0.466,0.9306,0.0,784.403,0.9905,58.6668,0.5881,0.9801,6.3911,15.73,5.165,15.8,2.502,3.23,-0.0946,0.995,2.3036,1000.4791,37.6425,91,85.6,22.5,57.2,1215.093,0.2677,12.15,0.0034,0.1164,0.0602,0.0409,0.015,7.0005,11.245,4.525,0.3609,0.33,0.0536,373,44,1164,2727,0.154,0.093,0.137,2.0,1.1,0.086,0.232,0.6053,0.1165,0.2068,0.2538,0.7726,0.1828,0.205,17.25,0.329,18.65,34.379,0.1866,62.662,0.293,14.86,20.85,0.764,29.57,17.16,14.86,15.745,33.353,0.238,6.21,22.16,67.679,0.104,0.0371,0.0833,0.058,0.0871,0.0775,0.0813,0.0339,4.3609,0.0031,0.0113,0.0584,0.0093,156.9957,0.0336,757.0996,0.0132,0.0153,0.0028,0.006,0.0029,1.0617,3.7912,0.0166,0.0338,1.5727,0.025,0.274,0.0869,9.548,3.7989,5.4225,6.261,7.3992,8.1107,3.8251,0.0024,0.0,102.2579,668.8889,426.8754,89.027,28.7478,895.5665,46.6981,56.1276,27.1418,0.0,166.8562,30.1951,391.8983,96.8037,0.0,113.7813,489.3258,396.4194,356.1884,143.038,0.0,779.6178,27.0205,941.1765,0.7192,412.538,73.342,0.3317,16.46,0.94,46.1196,0.9811,0.2209,267.002,0.8654,5.78,0.0953,534.1482,1.6633,10.92,0.0429,0.0401,93.5134,0.4999,0.0098,-1
23,3089.1,2414.29,2200.9556,1126.8678,0.786,100.37,0.1215,1.4698,-0.0104,0.0075,0.9637,202.3901,11.3846,423.6585,9.9878,0.9793,12.5237,1.4151,-5261.0,2525.25,-2699.5,3689.6667,1.3115,1.972,67.3,2.0889,84.5951,8.58,66.2596,86.4157,118.426,79.04,3.071,361.1191,10.2069,124.97,725.6713,1.4379,147.9564,634.0455,225.235,4.681,4.908,2843.0,0.9314,0.9536,4.6336,5.4209,10.6343,110.3909,15.04,14.5791,19.4166,706.2547,1.2826,149.2455,619.0055,43.6424,,0.0181,-0.006,0.0176,0.0012,-0.0091,-0.0072,-0.0241,0.0378,7.5435,0.135,0.1131,2.4358,0.9906,1787.1098,0.2118,8682.5599,0.0703,0.0057,-0.0001,-0.0001,0.0,-0.0335,-0.0001,-0.0001,-0.0771,-0.0136,0.0005,0.0534,0.097,0.9767,100.6938,231.5115,0.4643,0.9482,0.0,740.1082,0.991,58.4981,0.5949,0.9635,6.3685,15.73,5.185,15.76,2.437,3.228,-0.8515,0.9977,2.3042,1000.6822,37.8951,167,190.2,238.6,55.7,426.033,0.07,7.27,0.003,0.1096,0.0547,0.0463,0.0122,7.5722,13.076,7.238,0.4097,0.21,0.0882,474,367,3096,19055,0.218,0.107,0.272,3.6,1.4,0.051,0.404,0.5786,0.1744,0.3889,0.4197,0.7959,0.3653,0.465,17.42,0.281,4.74,28.434,0.1211,33.919,0.265,4.36,21.21,0.224,5.87,16.9,4.36,5.87,32.061,0.3431,10.47,16.9,34.093,0.0919,0.0399,0.0279,0.0638,0.1219,0.0875,0.0633,0.0664,4.1315,0.003,0.0071,0.0582,0.001,132.5828,0.0445,2523.4995,0.0136,0.0228,0.0034,0.0067,0.0021,0.955,5.5276,0.0446,0.0196,2.7908,0.0285,0.5957,0.0908,18.485,4.105,5.9794,6.7091,5.6695,,,0.0022,0.0037,37.8068,528.5024,618.3639,114.8566,114.6879,516.4423,67.0213,29.6129,15.0594,80.4293,112.3667,78.119,507.7348,662.2407,158.0737,0.0,0.0,0.0,262.3834,175.5453,238.5965,0.0,24.9541,0.0,0.6744,403.126,72.316,0.3318,18.59,1.14,49.2022,1.0079,0.2048,245.676,0.6732,4.43,0.2913,532.1636,1.7199,8.98,0.0281,0.0227,80.5639,0.5033,0.0146,-1
24,2993.19,2577.23,2204.2333,2110.8288,1.6392,89.0356,0.1245,1.4788,0.0124,0.0147,0.9644,202.6098,7.0168,420.6732,9.4302,0.9572,12.4049,1.3943,-6465.0,2909.0,-4109.75,1502.25,1.0012,1.87,71.4333,2.4111,85.0449,8.5003,65.8981,87.1866,118.2436,79.53,4.022,352.8382,10.1829,124.6664,715.4936,1.4053,139.1845,616.6891,208.9937,4.618,4.849,2844.0,0.935,0.9524,4.6915,5.0818,10.3966,109.7482,14.2618,14.9182,22.4191,693.0745,0.8441,140.0627,602.4273,70.4602,465.509,0.0203,-0.0394,0.0334,0.0388,-0.0064,0.0014,-0.0272,0.0838,8.096,0.1334,,2.4466,0.9688,1801.8521,0.1521,8669.4601,0.0,-0.0011,-0.0008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0086,0.0,0.0,0.0,,,,,0.9653,0.0,732.7834,0.9906,59.5074,0.5868,0.9767,5.7288,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,106,157.5,162.0,53.8,385.4899,0.3378,3.63,0.007,0.1301,0.053,0.052,0.0183,7.2709,9.331,10.856,0.3718,0.19,0.0712,161,242,2597,123,0.082,0.051,0.215,2.9,0.6,0.069,0.182,0.7346,0.0901,0.2104,0.4808,0.8148,0.2076,0.18,20.93,0.358,8.45,21.812,0.1399,58.256,0.193,5.72,20.63,0.35,7.51,17.12,5.72,8.535,26.694,0.2336,7.34,17.12,72.71,0.0595,0.0513,0.1278,0.1366,0.0679,0.0172,0.0439,0.1055,4.3692,0.0022,,0.0664,0.0056,149.4442,0.0221,426.2998,0.0138,0.0124,0.004,0.0048,,,,,0.0113,4.2238,0.0256,0.2077,0.044,31.404,4.1345,5.792,6.2516,4.6176,5.5983,3.6165,,0.0,18.2625,428.7159,352.8414,132.9805,63.1912,8.1877,24.8848,38.8854,27.8745,112.5581,120.0407,103.193,292.7429,130.3685,382.3485,352.0619,0.0,0.0,161.6943,125.895,0.0,0.0,46.6472,0.0,,,,,,,,1.0008,0.1593,268.002,0.9876,7.27,0.1003,535.0509,1.6984,7.71,,,,0.5005,0.013,-1
25,3048.39,2489.15,2205.7445,1363.1048,1.0518,101.8644,0.122,1.4282,0.0154,0.012,0.9607,199.5371,6.4448,407.4825,9.6012,0.9712,12.4349,1.4267,-5685.0,2554.5,-4374.25,57.0,1.2845,2.025,73.9889,2.2333,83.7568,8.2981,65.9373,86.6174,119.9514,80.57,3.675,358.52,10.4076,121.75,719.4917,1.3569,145.3564,625.6264,200.9895,4.549,4.786,2887.0,0.9215,0.9506,4.6004,5.5109,10.9187,107.2609,21.3173,14.4891,21.4279,698.0638,1.0483,141.2355,604.3091,104.1488,468.4439,0.0047,-0.0147,0.0057,-0.0066,-0.0035,0.0003,-0.0174,0.1048,8.5547,0.1299,0.1088,2.4222,0.965,1827.0966,0.1542,9419.26,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0115,0.0004,0.0,0.0,0.9779,101.4613,232.1854,0.4594,0.9368,0.0,805.6736,0.9916,58.7206,0.5999,0.9622,6.3293,15.73,5.165,15.8,2.502,3.23,-0.0946,0.995,2.3036,1000.4791,37.6425,91,183.7,136.8,50.0,484.67,0.2233,10.53,0.0028,0.0934,0.0615,0.0494,0.0211,7.6035,4.387,17.72,0.4005,0.22,0.0415,2088,354,2604,1010,0.16,0.086,0.263,2.9,2.2,0.179,0.458,0.5941,0.1229,0.2147,0.497,0.7974,0.2244,0.142,16.7,0.445,4.49,24.609,0.0863,44.294,0.267,3.25,20.28,0.313,4.59,14.42,3.25,5.505,28.448,0.0799,6.94,14.42,79.846,0.0509,0.0546,0.0839,0.04,0.0913,0.085,0.0509,0.0205,2.5435,0.0031,0.0091,0.0584,0.0108,202.6879,0.0344,890.4004,0.0163,0.0303,0.0074,0.0067,0.0037,1.1615,3.6658,0.0166,0.0207,2.9013,0.0292,0.2747,0.0869,9.548,3.7989,5.9043,6.663,5.2177,3.566,2.5741,0.0025,0.0,35.5563,400.0,411.8812,68.0702,59.5302,0.0,98.5075,95.6083,22.038,58.9739,67.6446,76.6653,0.0,371.4286,0.0,603.7736,0.0,0.0,292.5287,19.5564,958.8235,0.0,64.2082,0.0,,,,,,,,0.9326,0.1028,267.064,0.694,9.08,0.102,534.1482,1.6633,10.92,,,,0.4956,0.0437,-1
26,2951.85,2525.0,2189.5777,1320.3197,1.3459,100.7744,0.1234,1.559,-0.0032,0.0135,0.966,202.8617,6.7606,423.0329,9.4419,0.9593,12.4673,1.3932,-6413.25,3109.5,-1929.0,1272.75,0.9895,1.8985,69.2222,2.5,103.1082,23.1583,67.199,87.0024,127.3944,77.9,3.552,354.3809,10.2947,131.2991,727.5248,1.3938,141.9936,627.6736,161.5405,4.6,4.859,2858.0,0.9314,0.9465,4.4982,-0.07,10.5932,111.2291,14.9991,20.07,25.2503,702.2745,0.9747,147.22,612.6745,112.5667,,0.0134,-0.0783,0.0139,0.0143,0.0381,0.0287,-0.0095,0.0091,7.1193,0.131,,2.4389,0.9894,1772.8633,0.2054,9400.81,0.0014,0.0052,0.0023,-0.0013,0.0009,-0.1665,-0.003,-0.0003,-0.0415,-0.0329,0.0022,-0.0271,0.0001,,,,0.4621,0.95,0.0,802.9367,0.9908,59.2869,0.5997,0.9703,6.2819,15.75,3.235,15.8,2.783,3.153,0.7096,0.9962,2.2802,998.0122,37.2972,150,68.0,90.3,50.0,307.522,0.2498,5.57,0.0031,0.077,0.1105,0.0627,0.0161,7.3255,8.159,4.188,0.4182,0.21,0.0135,451,858,4161,197,0.117,0.088,0.097,1.8,1.3,0.1,0.081,0.792,0.2011,0.16,0.4391,0.7855,0.3025,0.209,21.43,0.232,18.67,20.816,0.2212,38.235,0.282,12.03,16.64,1.576,28.34,22.0,12.03,13.32,26.856,0.1836,11.47,22.0,27.292,0.0979,0.1238,0.1093,0.2141,0.0918,0.0352,0.1004,0.0236,4.1278,0.0019,,0.047,0.002,152.8048,0.068,1032.4004,0.1012,0.0997,0.0045,0.0042,,,,0.0183,0.0293,4.6681,0.032,0.4014,0.044,31.404,4.1345,6.443,5.5372,6.1478,,,,0.0275,23.2915,0.0,463.3718,120.6839,215.7076,15.4783,52.0,60.2813,23.669,0.0,146.6759,24.2452,732.6473,158.1603,787.7477,0.0,240.708,122.5413,0.0,259.3407,0.0,0.0,13.6674,187.7095,,,,,,,,0.964,0.2003,264.652,0.5906,4.62,0.1004,531.6791,2.0502,6.59,0.0286,0.0154,53.8577,0.5025,0.0178,-1
27,2889.67,2254.99,2199.6334,1242.842,1.4083,99.2178,0.1221,1.4302,0.0058,-0.006,0.9546,199.1312,8.8255,432.8914,10.1661,0.9748,12.5094,1.4155,-6515.25,2890.5,-4123.0,1258.0,1.0025,1.866,67.6556,2.7333,86.6785,9.0121,67.1173,86.6797,117.6884,79.05,3.395,357.0564,10.1545,128.1755,725.0124,1.3697,141.4055,626.6373,219.7355,4.571,4.831,2871.0,0.9255,0.9461,4.6237,0.5609,10.6871,108.7364,16.4646,19.4391,27.1415,697.8708,0.9478,145.0236,610.1727,110.4854,,0.0016,-0.0084,-0.0292,-0.0209,-0.0299,0.0061,-0.0232,0.0298,6.9973,0.1453,,2.4242,0.973,1867.539,0.2302,9030.81,0.0319,0.0017,0.0002,0.0,0.0,0.0419,0.0003,-0.0001,-0.0024,-0.0104,-0.0006,0.0365,0.1055,,,,0.4549,0.9258,0.0,763.5044,0.9915,57.1032,0.6029,0.9809,6.114,15.72,3.225,15.77,2.699,3.276,0.4731,0.9969,2.2868,1001.2349,40.2319,120,49.7,147.9,54.6001,398.835,0.11,5.98,0.0032,0.137,0.0556,0.0367,0.0184,6.39,11.915,403.738,0.2273,0.19,0.0423,336,316,1067,149,0.074,0.036,0.143,2.4,1.4,0.078,0.165,0.7555,0.1141,0.3622,0.6073,0.6522,0.2826,0.218,20.35,0.391,5.78,28.353,0.07,31.378,0.28,3.48,23.31,0.317,5.75,23.28,3.48,8.86,30.746,0.1413,4.2,23.28,98.678,0.0628,0.052,0.0305,0.0718,0.0768,0.0817,0.0815,0.0412,4.6541,0.0041,,0.0728,0.1021,106.03,0.3464,512.7998,0.0117,0.0177,0.002,0.0057,,,,0.012,0.0314,2.5672,0.0321,0.1722,0.0318,17.15,7.0836,6.1051,6.7252,6.9708,,,,0.0033,32.0906,951.4439,607.8675,135.0072,25.8792,11.8442,51.2195,43.2532,14.2799,620.4214,141.3945,89.3132,0.0,619.0476,104.4521,343.9521,256.9099,0.0,351.2931,138.255,678.2609,0.0,19.2308,0.0,1.3636,402.008,81.444,1.0862,18.24,1.5,79.6612,1.493,0.3682,264.272,0.5671,4.98,0.0877,532.5954,2.1606,10.59,,,,0.4964,0.0106,-1
28,2938.02,2499.68,2114.6667,1549.4874,1.3393,98.7844,0.1262,1.4446,-0.0109,0.0057,0.958,199.9184,4.8396,416.6789,9.5631,0.9741,12.3996,1.3804,-5204.0,2541.5,-2760.0,-2224.25,1.3115,1.976,74.1222,2.1556,84.095,8.272,65.9699,87.1367,117.8192,81.31,2.974,352.8536,10.233,129.2036,722.6774,1.4065,146.2218,628.2791,247.4871,4.561,4.793,2860.0,0.9322,0.9515,4.4997,5.5964,10.5474,114.8,14.61,16.067,20.7242,701.9532,1.0511,146.9645,613.6691,133.9615,468.2274,0.0188,-0.0274,-0.0353,-0.0092,-0.0273,0.048,-0.016,0.0824,7.3839,0.1293,0.109,2.3775,0.9871,1891.431,0.2042,9005.87,0.0615,-0.0027,0.0024,0.0,-0.0001,-0.067,-0.0003,0.0,-0.0391,-0.014,0.0009,0.0666,-0.0388,0.9796,101.8832,231.9341,0.4619,0.9605,0.0,776.2828,0.9906,59.3271,0.5994,0.9649,6.2251,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,123,149.4,138.3,66.5999,1118.2191,0.8033,11.84,0.0045,0.0832,0.0645,0.0493,0.0189,6.2804,3.568,10.693,0.4368,0.24,0.072,608,330,6141,4951,0.18,0.054,0.331,2.1,1.0,0.134,0.631,0.7429,0.1019,0.245,0.5207,0.8442,0.3194,0.197,18.33,0.296,16.44,31.056,0.1347,47.839,0.304,19.87,26.17,0.689,36.31,23.83,3.72,23.444,34.538,0.2061,7.12,23.83,85.368,0.0711,0.0975,0.0267,0.0335,0.0998,0.0822,0.0835,0.0485,6.4235,0.0027,0.0083,0.0862,0.0027,135.9242,0.0475,756.7998,0.0123,0.0112,0.0069,0.0047,0.0033,0.9562,3.0594,0.0137,0.0192,4.1175,0.0464,0.5746,0.0779,14.092,4.1469,5.8955,7.2396,8.0157,9.4058,3.4848,0.0028,0.0025,72.167,592.4225,872.5664,73.7245,222.5,222.5919,46.3918,74.0331,19.3299,355.0521,163.1074,63.7258,377.1883,356.1644,75.7447,366.1202,365.7352,171.25,522.6917,58.895,448.2916,471.5789,49.4624,522.2222,,,,,,,,0.9811,0.4201,265.002,0.6993,3.31,0.1623,533.3709,2.147,9.34,0.022,0.0143,65.2186,0.5014,0.0081,-1
29,2919.71,2420.32,2134.7445,1244.2899,1.1827,99.5133,0.1249,1.3331,-0.0126,0.0076,0.9582,199.9285,5.5212,412.0992,9.569,0.9748,12.3996,1.3991,-5416.5,2603.75,-3935.5,-720.75,1.2778,1.9867,75.4,2.1444,84.095,8.272,65.9699,87.1367,117.8192,81.31,2.974,352.5427,10.24,129.0464,721.9045,1.41,145.8427,627.4318,231.4708,4.561,4.793,2860.0,0.9322,0.9515,4.4997,5.3973,10.5552,114.4436,13.2509,16.345,20.2491,701.6554,1.0643,148.5973,614.1809,117.2347,467.2769,0.0233,-0.0347,0.0645,-0.0103,-0.0276,0.033,0.0239,0.0998,8.6839,0.1307,0.1115,2.4189,0.9868,1907.9462,0.1993,9345.48,0.0,-0.0019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.014,0.0005,0.0,0.0,0.9792,101.3726,231.2018,,0.9366,0.0,793.9354,0.9905,59.4126,0.5951,0.9644,6.2581,15.73,6.09,15.8,2.34,3.065,-0.5677,0.9952,2.2831,1002.4306,38.7695,120,109.3,69.6,84.8,1596.1949,0.5433,11.02,0.0055,0.1171,0.1002,0.077,0.019,6.3293,5.769,15.276,0.4255,0.24,0.0756,663,332,1645,1789,0.156,0.082,0.187,1.4,1.4,0.112,0.591,0.7429,0.1019,0.245,0.5207,0.8442,0.3194,0.197,18.59,0.324,16.19,32.71,0.1864,59.184,0.304,21.31,23.79,0.575,37.5,21.27,4.24,25.673,36.287,0.2144,6.95,21.27,75.707,0.1078,0.0963,0.0576,0.017,0.0798,0.0333,0.0909,0.0568,4.374,0.002,0.0081,0.0711,0.0067,144.9377,0.0332,835.0996,0.0186,0.0116,0.0055,0.0065,0.0041,1.3037,3.7052,,0.0255,4.1623,0.0223,0.5794,0.0779,14.092,4.1469,5.9968,6.9136,7.2119,6.7733,2.2343,0.0023,0.0,128.2816,793.6634,0.0,104.4885,41.799,248.2137,65.285,71.8973,25.5687,394.829,160.5176,64.5773,462.6609,277.3218,89.2332,165.8537,288.8034,100.9856,380.3347,56.9138,960.0,0.0,39.3912,0.0,,,,,,,,0.9811,0.4201,266.352,0.7177,8.71,0.0707,532.0164,2.3658,13.49,,,,0.4938,0.0106,-1
